,Rating,Title,Review,Review_Date
664,4.0,budget smart phone,"very good phone in range 15000-20000, decent full day battery I have never played game on this phone, just casual use watching movie, listening songs, social media n all. System UI is very good, Processor is also very good, it performs without glitches, Camera is okok you will get nice picture, night mode is also very good. overall it's value for money.",31 August 2022
665,4.0,Love it,Build quilty good,23 September 2022
666,3.0,Battery life,Na,29 November 2022
667,3.0,My phone was damage I need help how to replace my phone,Phone damege i want to replace phoneKindly assist,24 November 2022
668,5.0,Very good,Very good,29 November 2022
669,5.0,Good Phone by OnePlus,👌,23 November 2022
670,4.0,Good,Good,22 September 2022
671,5.0,Good,Good handset in this price range. Quite fast and good performance,28 November 2022
672,4.0,Go for it,Value for money.,23 September 2022
673,5.0,Quality product,Am happy using this phone,16 November 2022
674,4.0,Good in budget,,23 September 2022
675,5.0,Good one,In this budget it is super,18 November 2022
676,4.0,Ok product,"At a same time, you can not put both the sim and sd card on sametray. In tray there is 2opt only either you can  put both the sim Or one and sd card.  Overall product is good",9 September 2022
677,4.0,Budget friendly,Finger print camera battery,27 September 2022
678,3.0,Good but not best,It's good phone. But you are genuinely search one plus quality then it's not for you. Because it's good but not best .,7 November 2022
679,5.0,Best Phone Under 20K,Classy Looks !,26 November 2022
680,4.0,Nice,So good,29 September 2022
681,4.0,Butt call recording loudly speak and not selected all number,Better phone butt call recording not suitable,22 September 2022
682,3.0,Nice 👍,Ok nice,26 November 2022
683,4.0,It's worth in this price .,Phone performance under this budget is surprising Amazing. But the finger print reader don't work properly i have added 2 fingerprints of my own but still it don't work for half of the time . If I talk about camera so if you want to capture anything outdoor then just go for it without any doubt but it don't give satisfaction in indoor clicking. Other photos performance is much better in indoor case but for outdoor it'just wowwww .It's charges really fast and stays for long .,25 August 2022
684,4.0,Overall good product,Mobile is weighted,26 September 2022
685,5.0,It's look ver nice and also best model in20k range,I would to like this phone,13 November 2022
686,5.0,Oneplus the name of trust,Camera quality awesome very nice,18 November 2022
687,4.0,Good phone but can be better.,The battery is good for a moderate user but the camera quality is not up to the mark. Samsung offers much better camera and security.,27 September 2022
688,4.0,Value for Money.Everything working as expected.,The phone is  value for Money and works  smoothly.The cameraa is decent.,23 September 2022
689,5.0,❤️❤️❤️❤️❤️,Super but work with batry,19 November 2022
690,4.0,Liked one,Super,Reviewed in India 🇮🇳 on 27 September 2022
691,4.0,Camera need to improve else wonderful phone.,Camera quality is not good else phone is wonderful,Reviewed in India 🇮🇳 on 16 September 2022
692,5.0,It's very good👍,"Fantastic camara quality and futures,",Reviewed in India 🇮🇳 on 17 November 2022
693,4.0,Wonderful,actually i am a big fan of iphone but i needed an android phone for some needs and i searched and looked android mobiles on many platforms and i came to know that oneplus mobiles are better than other android phones so i bought this mobile and  I really felt that this smartphone fast charging is awesome like good processor and many more reasons why I like it!Thanks to Amazon and OnePlus for bringing a new experience to the smartphone world.thankyou again.,Reviewed in India 🇮🇳 on 18 August 2022
694,4.0,All great except display,"Phone built, performance, battery life everything is great. Phone is great except display which is non amoled. If you are ok with it then it's great chy for you",Reviewed in India 🇮🇳 on 18 September 2022
695,4.0,Good phone but C type cabel is of cheap quality,Good phone and photo quality. I loved it. Prompt in services.,Reviewed in India 🇮🇳 on 25 September 2022
696,5.0,Very good,It's like a very good phone for gaming and photo purposes and unlike OnePlus 2T and others ITS VERYYY GOOD AND WORTH THE MONEY,Reviewed in India 🇮🇳 on 1 November 2022
697,4.0,Sexy acchi hai Kintu camera Sahi Kam Nahin karta hai,हेमराज भाई काम नहीं करता है एक ही खत्म हो जाती है,Reviewed in India 🇮🇳 on 18 September 2022
698,4.0,Very good,Finshing is very good its look good,Reviewed in India 🇮🇳 on 15 September 2022
699,5.0,Superb Phone,"To be very honest I was just reviewed the viewers review and after that I brought that phone and I found what I wanted. 1+ is really premium phone and I really impressed of that phone. Everything is awesome. No hanging, No heating issue while charging. Quick charge awesome camera and awesome sound quality. Go for it every one...",Reviewed in India 🇮🇳 on 26 October 2022
700,4.0,Good,,Reviewed in India 🇮🇳 on 22 September 2022
701,5.0,Good phone,I like this product,Reviewed in India 🇮🇳 on 20 November 2022
702,4.0,Working Nice no issue found with this Handset.,,Reviewed in India 🇮🇳 on 22 September 2022
703,4.0,Good,Good,Reviewed in India 🇮🇳 on 25 September 2022
704,3.0,An average phone for everyday use.,"Camera.Its okay, but not that great for this prize range.battery is good.Performance wise no issue. but no up to the old one plus experiance.",Reviewed in India 🇮🇳 on 7 November 2022
705,4.0,Best low budget OnePlus phone,Every thing is good in it.Only con is no amoled display.,Reviewed in India 🇮🇳 on 26 September 2022
706,4.0,Nice phone with this price,Nice phone,Reviewed in India 🇮🇳 on 22 September 2022
707,4.0,It's nice compared to other phones at this range.,The dislike part is that sometimes the volume buttons doesn't work.,Reviewed in India 🇮🇳 on 20 September 2022
708,4.0,Upset,The product stopped working within a month . Had to go for software update to service centre but in general it’s a good phone,Reviewed in India 🇮🇳 on 24 September 2022
709,5.0,Good experience,Good phone for daily use,Reviewed in India 🇮🇳 on 20 November 2022
710,4.0,Not bad,Battery life was not satisfied,21 September 2022
711,4.0,Good,Good Product,20 September 2022
712,4.0,All good but sometimes s/w hiccups,Some software problem like if I auto connect to wifi then phone dialling blocked. Need to restart to make it normal,18 September 2022
713,5.0,Good product,Yes ..... Very Good....,20 November 2022
714,4.0,Good Mobile Device,Features as advertised. Migration and Data synch was quick and easy. Stable performance. A good buy,19 September 2022
715,5.0,Good phone.do not hesitate to buy this phone this OnePlus Nord ce2 is an excellent phone 📱,do not hesitate to buy this phone this OnePlus Nord ce2 is an excellent phone 📱,11 November 2022
716,5.0,Nice to have it.,Budget phone with awesome features..,18 November 2022
717,3.0,"Money not worth,","Will get a better phone at this prize range. Camera quality is very poor 2/5. Battery is average 3.8/5. Performance 3/5. Only ine thing is Good, inhand feel. New buyers not goes to this product. Only brand name is good.",27 October 2022
718,5.0,Amazing 😍,I like this product,20 November 2022
719,4.0,Headphone jack is not working properly,Fingerprint reader is good,21 September 2022
720,5.0,Best mobile,Very nice products,16 November 2022
721,4.0,Excellent,Good user experience.,19 September 2022
722,5.0,Perfect mobile,Overall good product,15 November 2022
723,4.0,"Comparatively best device, great performance",,27 September 2022
724,5.0,Happy,Money worth it product,16 November 2022
725,5.0,Easy to use without any hang on.,One plus now-a-days is the most favorable mobile among software lovers.,9 November 2022
726,4.0,Superb,Superb phone but heating issue,24 September 2022
727,5.0,Very good product,Very good 👍,22 November 2022
728,5.0,One of the best phone number in mid range.,"One of the best phone in this price. Camera quality is good, however bit expensive then compitition. Moto is also good option and comes with 1000 less.",5 November 2022
729,3.0,Worst in class,It's camera is the worst partCan only take decent image it's like a cheap mobile not 25k it's not worth 25k . I will suggest u go either with OnePlus Nord 2t or Samsung's iqoo etc,1 November 2022
730,5.0,Best product and best price,Best product and best price,16 November 2022
731,4.0,Dolby missing,In this price range good one no heating issue 33w charging is good thing in 4g 5000mah 🔋is enough for a day but  will wait for 5g i missed Dolby but sound is loud enough but not better experience overall 4*,1 September 2022
732,5.0,Nice,I love it,21 November 2022
733,5.0,Good,,21 November 2022
734,5.0,Nyc product Thnku Amazon.,Very good,15 November 2022
735,3.0,Not Satisfied with One plus,"Sometime I feel need so many things to improve like calling features, network glitch and others packages",10 November 2022
736,5.0,Good product,Good product,15 November 2022
737,5.0,Very good 👍,Very good,21 November 2022
738,5.0,Very nice mobile even it is very hand holdable face unlock is extremely good in this price,"The media could not be loaded.
                



 I like it because it runs like a water.and I have to click many pictures in a day .",25 November 2022
